When	WRB	when
the	DT	the
effective	JJ	effective
tools	NNS	tool
it	PP	it
already	RB	already
has	VBZ	have
available	JJ	available
for	IN	for
forest	NN	forest
protection	NN	protection
.	SENT	.
Data	NP	Data
indicates	VBZ	indicate
that	IN	that
legally	RB	legally
designated	VBN	designate
“	``	"
Protected	JJ	protected
Areas	NNS	area
”	''	"
are	VBP	be
an	DT	an
effective	JJ	effective
tool	NN	tool
to	TO	to
prevent	VB	prevent
deforestation	NN	deforestation
in	IN	in
Brazil	NP	Brazil
.	SENT	.
The	DT	the
government	NN	government
can	MD	can
create	VB	create
these	DT	these
legal	JJ	legal
conservation	NN	conservation
units	NNS	unit
by	IN	by
designating	VBG	designate
the	DT	the
public	JJ	public
land	NN	land
it	PP	it
already	RB	already
holds	VBZ	hold
.	SENT	.
When	WRB	when
public	JJ	public
land	NN	land
in	IN	in
Brazil	NP	Brazil
has	VBZ	have
no	DT	no
official	JJ	official
designation	NN	designation
,	,	,
it	PP	it
is	VBZ	be
vulnerable	JJ	vulnerable
to	TO	to
illegal	JJ	illegal
land	NN	land
grabbers	NNS	grabber
because	IN	because
it	PP	it
has	VBZ	have
neither	RB	neither
a	DT	a
private	JJ	private
owner	NN	owner
nor	CC	nor
an	DT	an
engaged	VBN	engage
government	NN	government
caretaker	NN	caretaker
.	SENT	.
For	IN	for
example	NN	example
,	,	,
PRODES	NP	<unknown>
data	NNS	datum
revealed	VBD	reveal
the	DT	the
loss	NN	loss
of	IN	of
1,300	CD	@card@
km²	NN	<unknown>
of	IN	of
undesignated	JJ	<unknown>
public	JJ	public
forests	NNS	forest
in	IN	in
the	DT	the
Brazilian	JJ	Brazilian
states	NNS	state
of	IN	of
Amazonas	NP	<unknown>
,	,	,
Acre	NP	Acre
and	CC	and
Rondônia	NP	<unknown>
(	(	(
also	RB	also
known	VBN	know
as	IN	as
the	DT	the
“	``	"
AMACRO	NP	<unknown>
”	''	"
region	NN	region
)	)	)
between	IN	between
August	NP	August
2020	CD	@card@
and	CC	and
July	NP	July
2021	CD	@card@
.	SENT	.
That	DT	that
is	VBZ	be
equivalent	JJ	equivalent
to	TO	to
an	DT	an
area	NN	area
larger	JJR	large
than	IN	than
the	DT	the
city	NN	city
of	IN	of
Rio	NP	Rio
de	NP	de
Janeiro	NP	Janeiro
.	SENT	.
Another	DT	another
key	JJ	key
aspect	NN	aspect
of	IN	of
protecting	VBG	protect
the	DT	the
forest	NN	forest
is	VBZ	be
recognizing	VBG	recognize
Indigenous	JJ	indigenous
Lands	NP	Lands
as	RB	as
well	RB	well
as	IN	as
the	DT	the
rights	NNS	right
of	IN	of
traditional	JJ	traditional
communities	NNS	community
and	CC	and
quilombola	NN	<unknown>
territories	NNS	territory
.	SENT	.
Unfortunately	RB	unfortunately
,	,	,
under	IN	under
Bolsonaro	NP	<unknown>
,	,	,
the	DT	the
Brazilian	JJ	Brazilian
national	JJ	national
congress	NN	congress
has	VBZ	have
been	VBN	be
considering	VBG	consider
legislation	NN	legislation
like	IN	like
Marco	NP	Marco
Temporal	JJ	temporal
that	IN	that
benefit	NN	benefit
land	NN	land
grabbers	NNS	grabber
and	CC	and
threaten	VBP	threaten
to	TO	to
wipe	VB	wipe
Indigenous	JJ	indigenous
communities	NNS	community
off	IN	off
the	DT	the
map	NN	map
.	SENT	.
Not	RB	not
only	RB	only
is	VBZ	be
the	DT	the
demarcation	NN	demarcation
of	IN	of
Indigenous	JJ	indigenous
Lands	NP	Lands
absolutely	RB	absolutely
crucial	JJ	crucial
from	IN	from
a	DT	a
human	JJ	human
rights	NNS	right
perspective	NN	perspective
,	,	,
but	CC	but
the	DT	the
recognition	NN	recognition
of	IN	of
Indigenous	JJ	indigenous
Lands	NP	Lands
remains	VBZ	remain
one	CD	one
of	IN	of
the	DT	the
most	RBS	most
effective	JJ	effective
and	CC	and
least	RBS	least
costly	JJ	costly
tools	NNS	tool
for	IN	for
effectively	RB	effectively
combating	VBG	combat
deforestation	NN	deforestation
.	SENT	.
For	IN	for
generations	NNS	generation
,	,	,
Indigenous	JJ	indigenous
Peoples	NPS	Peoples
have	VBP	have
lived	VBN	live
sustainably	RB	<unknown>
in	IN	in
the	DT	the
forest	NN	forest
,	,	,
developing	VBG	develop
and	CC	and
deploying	VBG	deploy
agricultural	JJ	agricultural
techniques	NNS	technique
that	WDT	that
do	VBP	do
not	RB	not
destroy	VB	destroy
the	DT	the
ecosystem	NN	ecosystem
.	SENT	.
While	IN	while
deforestation	NN	deforestation
has	VBZ	have
ramped	VBN	ramp
up	RP	up
throughout	IN	throughout
the	DT	the
Amazon	NN	Amazon
in	IN	in
recent	JJ	recent
years	NNS	year
,	,	,
Indigenous	JJ	indigenous
Peoples	NPS	Peoples
have	VBP	have
continually	RB	continually
proven	VBN	prove
to	TO	to
be	VB	be
responsible	JJ	responsible
protectors	NNS	protector
of	IN	of
their	PP$	their
lands	NNS	land
.	SENT	.
In	IN	in
the	DT	the
Brazilian	JJ	Brazilian
Amazon	NN	Amazon
,	,	,
legally	RB	legally
recognized	VBN	recognize
Indigenous	JJ	indigenous
Lands	NP	Lands
and	CC	and
local	JJ	local
communities	NNS	community
suffer	VBP	suffer
deforestation	NN	deforestation
at	IN	at
11x	JJ	<unknown>
lower	JJR	low
rates	NNS	rate
than	IN	than
the	DT	the
areas	NNS	area
surrounding	VBG	surround
them	PP	them
,	,	,
according	VBG	accord
to	TO	to
World	NP	World
Resources	NPS	Resources
Institute	NP	Institute
.	SENT	.
Indigenous	JJ	indigenous
Peoples	NPS	Peoples
continue	VBP	continue
to	TO	to
be	VB	be
guardians	NNS	guardian
of	IN	of
the	DT	the
forest	NN	forest
.	SENT	.
Protecting	VBG	protect
the	DT	the
rights	NNS	right
of	IN	of
Indigenous	JJ	indigenous
Peoples	NPS	Peoples
and	CC	and
their	PP$	their
lands	NNS	land
means	VBZ	mean
protecting	VBG	protect
everyone	NN	everyone
’s	POS	's
future	NN	future
.	SENT	.
Unfortunately	RB	unfortunately
,	,	,
Bolsonaro	NP	<unknown>
’s	POS	's
anti-environment	NN	anti-environment
government	NN	government
has	VBZ	have
continually	RB	continually
sought	VBN	seek
to	TO	to
undermine	VB	undermine
the	DT	the
rights	NNS	right
of	IN	of
Indigenous	JJ	indigenous
Peoples	NPS	Peoples
,	,	,
whether	IN	whether
it	PP	it
with	IN	with
his	PP$	his
public	JJ	public
comments	NNS	comment
or	CC	or
through	IN	through
legislation	NN	legislation
that	WDT	that
rewards	VBZ	reward
land	NN	land
grabbers	NNS	grabber
.	SENT	.
Industrial	JJ	industrial
agriculture	NN	agriculture
is	VBZ	be
the	DT	the
biggest	JJS	big
driver	NN	driver
of	IN	of
deforestation	NN	deforestation
in	IN	in
the	DT	the
world	NN	world
.	SENT	.
In	IN	in
Brazil	NP	Brazil
,	,	,
cattle	NNS	cattle
ranchers	NNS	rancher
and	CC	and
land-grabbers	NNS	land-grabber
set	VBD	set
the	DT	the
Amazon	NN	Amazon
on	IN	on
fire	NN	fire
to	TO	to
illegally	RB	illegally
clear	JJ	clear
land	NN	land
and	CC	and
expand	VB	expand
their	PP$	their
destructive	JJ	destructive
business	NN	business
.	SENT	.
They	PP	they
do	VBP	do
this	DT	this
because	IN	because
the	DT	the
global	JJ	global
meat	NN	meat
industry	NN	industry
—	:	-
and	CC	and
its	PP$	its
paying	VBG	pay
customers	NNS	customer
—	:	-
have	VBP	have
historically	RB	historically
been	VBN	be
willing	JJ	willing
to	TO	to
sacrifice	VB	sacrifice
forests	NNS	forest
—	:	-
and	CC	and
our	PP$	our
futures	NNS	future
—	:	-
for	IN	for
profits	NNS	profit
.	SENT	.
Land	NN	land
in	IN	in
Brazil	NP	Brazil
is	VBZ	be
being	VBG	be
destroyed	VBN	destroy
and	CC	and
the	DT	the
survival	NN	survival
of	IN	of
Indigenous	JJ	indigenous
Peoples	NPS	Peoples
is	VBZ	be
being	VBG	be
threatened	VBN	threaten
to	TO	to
make	VB	make
way	NN	way
for	IN	for
cattle	NNS	cattle
raising	VBG	raise
as	IN	as
well	RB	well
as	RB	as
to	TO	to
grow	VB	grow
soy	NN	soy
destined	VBN	destine
to	TO	to
feed	VB	feed
all	DT	all
of	IN	of
this	DT	this
livestock	NN	livestock
.	SENT	.
Even	RB	even
though	IN	though
deforestation	NN	deforestation
for	IN	for
soy	NN	soy
production	NN	production
is	VBZ	be
banned	VBN	ban
in	IN	in
the	DT	the
Brazilian	JJ	Brazilian
Amazon	NP	Amazon
,	,	,
the	DT	the
biodiversity-rich	NP	<unknown>
Cerrado	NP	<unknown>
has	VBZ	have
become	VBN	become
a	DT	a
gigantic	JJ	gigantic
soy	NN	soy
farming	NN	farming
field	NN	field
,	,	,
displacing	VBG	displace
traditional	JJ	traditional
communities	NNS	community
that	WDT	that
have	VBP	have
lived	VBN	live
in	IN	in
the	DT	the
region	NN	region
for	IN	for
generations	NNS	generation
.	SENT	.
Thanks	NNS	thanks
to	TO	to
people	NNS	people
everywhere	RB	everywhere
,	,	,
especially	RB	especially
those	DT	those
directly	RB	directly
impacted	VBN	impact
in	IN	in
Brazil	NP	Brazil
,	,	,
the	DT	the
meat	NN	meat
industry	NN	industry
and	CC	and
governments	NNS	government
around	IN	around
the	DT	the
world	NN	world
are	VBP	be
finally	RB	finally
being	VBG	be
forced	VBN	force
to	TO	to
face	VB	face
their	PP$	their
complicity	NN	complicity
in	IN	in
this	DT	this
destruction	NN	destruction
.	SENT	.
But	CC	but
neither	DT	neither
awareness	NN	awareness
nor	CC	nor
well-intentioned	JJ	well-intentioned
but	CC	but
non-binding	JJ	non-binding
pledges	NNS	pledge
are	VBP	be
enough	JJ	enough
to	TO	to
keep	VB	keep
the	DT	the
Amazon	NN	Amazon
from	IN	from
reaching	VBG	reach
a	DT	a
climate	NN	climate
tipping	VBG	tip
point	NN	point
.	SENT	.
Life	NN	life
as	IN	as
we	PP	we
know	VBP	know
it	PP	it
can	MD	can
not	RB	not
exist	VB	exist
without	IN	without
strong	JJ	strong
standing	NN	standing
forests	NNS	forest
.	SENT	.
Companies	NNS	company
need	VBP	need
to	TO	to
end	VB	end
deforestation	NN	deforestation
in	IN	in
their	PP$	their
supply	NN	supply
chains	NNS	chain
and	CC	and
stop	VB	stop
buying	VBG	buy
products	NNS	product
linked	VBN	link
to	TO	to
the	DT	the
destruction	NN	destruction
of	IN	of
the	DT	the
forest	NN	forest
.	SENT	.
We	PP	we
need	VBP	need
to	TO	to
see	VB	see
ambitious	JJ	ambitious
commitments	NNS	commitment
—	:	-
inside	IN	inside
Brazil	NP	Brazil
and	CC	and
beyond	IN	beyond
—	:	-
to	TO	to
forest	NN	forest
protection	NN	protection
and	CC	and
to	TO	to
reinventing	VBG	reinvent
the	DT	the
global	JJ	global
food	NN	food
system	NN	system
in	IN	in
a	DT	a
way	NN	way
that	WDT	that
increases	VBZ	increase
safety	NN	safety
and	CC	and
equity	NN	equity
in	IN	in
the	DT	the
Amazon	NP	Amazon
as	RB	as
well	RB	well
as	IN	as
food	NN	food
security	NN	security
elsewhere	RB	elsewhere
without	IN	without
sacrificing	VBG	sacrifice
forests	NNS	forest
like	IN	like
the	DT	the
Amazon	NP	Amazon
.	SENT	.
The	DT	the
battle	NN	battle
to	TO	to
stop	VB	stop
deforestation	NN	deforestation
in	IN	in
the	DT	the
Amazon	NP	Amazon
rainforest	NN	rainforest
is	VBZ	be
one	CD	one
we	PP	we
must	MD	must
win	VB	win
.	SENT	.
And	CC	and
there	EX	there
’s	VBZ	be
only	RB	only
one	CD	one
way	NN	way
to	TO	to
win	VB	win
it	PP	it
:	:	:
Together	RB	together
.	SENT	.
Wherever	WRB	wherever
you	PP	you
are	VBP	be
,	,	,
you	PP	you
can	MD	can
educate	VB	educate
yourself	PP	yourself
and	CC	and
support	VB	support
Indigenous	JJ	indigenous
Peoples	NPS	Peoples
and	CC	and
environmental	JJ	environmental
organizations	NNS	organization
advocating	VBG	advocate
for	IN	for
forests	NNS	forest
.	SENT	.
Greenpeace	NP	Greenpeace
Brazil	NP	Brazil
has	VBZ	have
three	CD	three
decades	NNS	decade
of	IN	of
experience	NN	experience
working	VBG	work
to	TO	to
protect	VB	protect
the	DT	the
Amazon	NN	Amazon
and	CC	and
has	VBZ	have
the	DT	the
support	NN	support
of	IN	of
a	DT	a
global	JJ	global
network	NN	network
of	IN	of
Greenpeace	NP	Greenpeace
organizations	NNS	organization
,	,	,
many	JJ	many
also	RB	also
pressuring	VBG	pressure
leaders	NNS	leader
and	CC	and
companies	NNS	company
in	IN	in
their	PP$	their
local	JJ	local
regions	NNS	region
to	TO	to
stop	VB	stop
encouraging	JJ	encouraging
deforestation	NN	deforestation
through	IN	through
climate-wrecking	VBG	climate-wreck
business	NN	business
practices	NNS	practice
and	CC	and
trade	NN	trade
deals	NNS	deal
.	SENT	.
But	CC	but
there	EX	there
are	VBP	be
many	JJ	many
other	JJ	other
groups	NNS	group
and	CC	and
organizations	NNS	organization
working	VBG	work
at	IN	at
the	DT	the
intersection	NN	intersection
of	IN	of
the	DT	the
Indigenous	JJ	indigenous
rights	NNS	right
and	CC	and
climate	NN	climate
movements	NNS	movement
who	WP	who
also	RB	also
need	VBP	need
support	NN	support
,	,	,
such	JJ	such
as	IN	as
Articulação	NP	<unknown>
dos	NP	dos
Povos	NP	<unknown>
Indígenas	NNS	<unknown>
do	VBP	do
Brasil	NP	Brasil
(	(	(
APIB	NP	<unknown>
)	)	)
,	,	,
Amazon	NP	Amazon
Watch	NN	watch
,	,	,
Instituto	NP	Instituto
Socio	NP	<unknown>
Ambiental	NP	<unknown>
,	,	,
and	CC	and
CIMI	NP	<unknown>
.	SENT	.
However	RB	however
you	PP	you
can	MD	can
do	VB	do
it	PP	it
in	IN	in
your	PP$	your
own	JJ	own
life	NN	life
,	,	,
stand	NN	stand
with	IN	with
the	DT	the
Indigenous	JJ	indigenous
People	NNS	people
and	CC	and
traditional	JJ	traditional
communities	NNS	community
of	IN	of
the	DT	the
Amazon	NP	Amazon
to	TO	to
preserve	VB	preserve
the	DT	the
standing	NN	standing
forest	NN	forest
.	SENT	.
Understanding	VBG	understand
the	DT	the
problems	NNS	problem
facing	VBG	face
the	DT	the
Amazon	NN	Amazon
—	:	-
notably	RB	notably
deforestation	NN	deforestation
and	CC	and
fires	NNS	fire
fueled	VBN	fuel
by	IN	by
the	DT	the
anti-environment	NN	anti-environment
policies	NNS	policy
of	IN	of
Brazilian	JJ	Brazilian
president	NN	president
Jair	NP	<unknown>
Bolsonaro	NP	<unknown>
’s	POS	's
government	NN	government
—	:	-
can	MD	can
empower	VB	empower
us	PP	us
to	TO	to
see	VB	see
the	DT	the
solutions	NNS	solution
.	SENT	.
Let	NP	Let
’s	POS	's
start	NN	start
with	IN	with
the	DT	the
basics	NNS	basic
facts	NNS	fact
about	IN	about
the	DT	the
Amazon	NP	Amazon
rainforest	NN	rainforest
,	,	,
deforestation	NN	deforestation
,	,	,
and	CC	and
the	DT	the
fires	NNS	fire
in	IN	in
the	DT	the
region	NN	region
.	SENT	.
The	DT	the
world	NN	world
’s	POS	's
largest	JJS	large
intact	JJ	intact
forest	NN	forest
,	,	,
the	DT	the
Amazon	NP	Amazon
rainforest	NN	rainforest
covers	VBZ	cover
2.6	CD	@card@
million	CD	million
square	JJ	square
miles	NNS	mile
across	IN	across
nine	CD	nine
countries	NNS	country
in	IN	in
South	NP	South
America	NP	America
:	:	:
Brazil	NP	Brazil
,	,	,
Bolivia	NP	Bolivia
,	,	,
Peru	NP	Peru
,	,	,
Colombia	NP	Colombia
,	,	,
Ecuador	NP	Ecuador
,	,	,
Venezuela	NP	Venezuela
,	,	,
Guyana	NP	Guyana
,	,	,
Suriname	NP	Suriname
,	,	,
and	CC	and
French	NP	French
Guiana	NP	Guiana
.	SENT	.
Approximately	RB	approximately
60	CD	@card@
percent	NN	percent
of	IN	of
the	DT	the
Amazon	NP	Amazon
Basin	NP	Basin
is	VBZ	be
in	IN	in
Brazil	NP	Brazil
,	,	,
where	WRB	where
Greenpeace	NP	Greenpeace
Brazil	NP	Brazil
has	VBZ	have
been	VBN	be
working	VBG	work
for	IN	for
30	CD	@card@
years	NNS	year
to	TO	to
protect	VB	protect
it	PP	it
.	SENT	.
Around	IN	around
the	DT	the
world	NN	world
,	,	,
we	PP	we
have	VBP	have
watched	VBN	watch
in	IN	in
horror	NN	horror
over	IN	over
the	DT	the
last	JJ	last
few	JJ	few
years	NNS	year
as	IN	as
images	NNS	image
of	IN	of
smoke	NN	smoke
and	CC	and
fire	NN	fire
have	VBP	have
emerged	VBN	emerge
from	IN	from
the	DT	the
under-threat	JJ	<unknown>
forest	NN	forest
in	IN	in
Brazil	NP	Brazil
,	,	,
but	CC	but
it	PP	it
is	VBZ	be
important	JJ	important
to	TO	to
remember	VB	remember
that	IN	that
fires	NNS	fire
in	IN	in
the	DT	the
Amazon	NP	Amazon
are	VBP	be
generally	RB	generally
NOT	RB	not
a	DT	a
naturally	RB	naturally
occurring	VBG	occur
phenomenon	NN	phenomenon
.	SENT	.
